"order_id,customer_id,customer_unique_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_creation_date,review_answer_timestamp,customer_city,customer_state,order_item_count,product_count,seller_count,category_count,total_price,total_freight,review_score,total_payment,payment_installments,purchase_year,purchase_month,purchase_day,order_value,approval_delay_days,delivery_days,carrier_to_customer_days,delivery_delay_days,is_late_delivery,review_bucket,order_value_bucket"
"1dd7af1a6ccd3e95b66f717350c9e41a,bc233ab00b63e8ab556331a67703cb0a,5738e11a8c7ca3246b6f6165be42b9ee,delivered,2018-04-23 09:12:48,2018-04-24 18:38:57,2018-04-24 19:11:11,2018-05-07 22:26:42,2018-05-15,2018-05-08 00:00:00,2018-05-10 13:38:36,brasilia,DF,1,1,1,1,84.9,16.56,5.0,101.46,1.0,2018,2018-04,Monday,101.46000000000001,1.3931597222222223,14.551319444444445,13.135775462962963,-7.064791666666666,0,Good,Mid-Low"
"a9cd6c2b2f5fb42940c49246ea7ce08f,3e7b2479252ab3087413e44eb3354263,8bb85b9ac76770501b8207d0e95b74c8,delivered,2018-02-02 11:14:39,2018-02-02 12:15:36,2018-02-06 22:43:39,2018-02-15 17:20:50,2018-03-02,2018-02-16 00:00:00,2018-02-21 01:41:37,sao paulo,SP,1,1,1,1,59.7,11.92,4.0,71.62,1.0,2018,2018-02,Friday,71.62,0.042326388888888886,13.254293981481482,8.775821759259259,-14.277199074074074,0,Good,Mid-Low"
"d2f87ac39d8b31e615528ca52e5c8434,4d32030a76802b9be08e025783f041d9,60d5b1e843f802c530933a8edded92ac,delivered,2018-04-04 09:12:02,2018-04-04 09:31:31,2018-04-05 17:05:11,2018-04-10 15:38:49,2018-04-20,2018-04-11 00:00:00,2018-04-13 00:34:20,sorocaba,SP,1,1,1,1,29.68,12.79,5.0,42.47,4.0,2018,2018-04,Wednesday,42.47,0.013530092592592592,6.268599537037037,4.940023148148148,-9.348043981481482,0,Good,Low Value"
"ca3ccd05ecdf6c73297349c485e668c3,95c1dc49c01816d23f08c0aa2a89f85b,906e0be5fd32d577a0318dcb17eabbd5,delivered,2017-10-11 20:28:09,2017-10-11 20:45:39,2017-10-13 18:10:07,2017-10-17 18:33:50,2017-10-31,2017-10-18 00:00:00,2017-10-21 01:10:32,guararapes,SP,2,1,1,1,98.0,25.38,5.0,123.38,1.0,2017,2017-10,Wednesday,123.38,0.012152777777777778,5.920613425925926,4.016469907407408,-13.22650462962963,0,Good,Mid-High"
"23576700c0f11e7783cebff88823d10c,b262f00d6317f498f4a4e97a97211e5d,e080737f4b307c786728838682c193a3,delivered,2018-06-11 19:30:05,2018-06-11 20:04:04,2018-06-12 15:09:00,2018-06-20 17:58:32,2018-07-11,2018-06-21 00:00:00,2018-06-22 02:49:03,jaguaruna,SC,1,1,1,1,97.9,18.79,5.0,116.69,4.0,2018,2018-06,Monday,116.69,0.023599537037037037,8.936423611111111,8.117731481481481,-20.251018518518517,0,Good,Mid-High"
"bfd223d76eb49674f6870a4ed53081b9,f75cc5ac3e64181a86667dea65023268,9d45542d3d4b9dbc754a65f8850e5761,delivered,2017-12-26 12:07:12,2017-12-28 02:37:50,2017-12-28 22:47:20,2018-01-10 21:27:07,2018-01-24,2018-01-11 00:00:00,2018-01-14 11:12:24,aguas lindas de goias,GO,1,1,1,1,61.99,16.19,4.0,78.18,1.0,2017,2017-12,Tuesday,78.18,1.6046064814814816,15.388831018518518,12.944293981481481,-13.106168981481481,0,Good,Mid-Low"
"84499df9226b91d3b5817d5e6651a143,89e67ca2edc02e593cb7a37cce12c705,bfe0ecf869b3ea7377c5db8c6a127683,delivered,2017-10-29 23:58:33,2017-10-30 00:10:13,2017-10-31 19:33:10,2017-11-09 06:56:57,2017-11-23,2017-11-10 00:00:00,2017-11-13 12:05:00,jeceaba,MG,2,1,1,1,139.8,35.48,5.0,175.28,1.0,2017,2017-10,Sunday,175.28,0.008101851851851851,10.290555555555555,8.474849537037038,-13.710451388888888,0,Good,Mid-High"
"5f6d6684f8eb61135e0cd6c577252b14,b5d539df1209f51695e746561907cd9e,96c42b365616dfda79efe9552891c780,delivered,2017-04-28 10:48:33,2017-05-03 11:10:22,2017-05-03 13:22:51,2017-05-12 11:17:48,2017-05-29,2017-05-13 00:00:00,2017-05-15 20:49:31,januaria,MG,2,1,1,1,198.0,29.72,3.0,227.72,1.0,2017,2017-04,Friday,227.72,5.015150462962963,14.0203125,8.913159722222222,-16.529305555555556,0,Neutral,High Value"
"39dbaa2c58bbe0be46bc4a525f24eda6,f5f3d53331563428fe4ab339f29757d1,16e2ade8df2aaf83e526438a7f41ea1e,delivered,2017-08-31 17:56:08,2017-08-31 18:05:23,2017-09-01 18:57:46,2017-09-15 21:52:08,2017-09-22,,,salvador,BA,1,1,1,1,98.9,16.13,,115.03,1.0,2017,2017-08,Thursday,115.03,0.006423611111111111,15.16388888888889,14.121087962962964,-6.088796296296296,0,,Mid-High"
"c02b94fd5ea9686eeb34331524f3bef9,36be9f0a93e20cb6cc1f1a184acfd94f,1555f7704991e30952ba1661d95f53ae,delivered,2017-07-22 16:51:53,2017-07-22 17:05:16,2017-07-24 14:49:43,2017-07-29 13:56:43,2017-08-15,2017-07-30 00:00:00,2017-07-30 23:52:19,suzano,SP,1,1,1,1,169.9,26.03,4.0,195.93,5.0,2017,2017-07,Saturday,195.93,0.009293981481481481,6.8783564814814815,4.9631944444444445,-16.41894675925926,0,Good,High Value"
"6d29261d1991c6c4e47ac40e5642e3c6,cd532e4c3bc0cae9e9edf92e0bbf9d00,372cbc5d0dd97584a2758e4f69e684ff,delivered,2017-08-29 14:14:06,2017-08-29 14:25:21,2017-09-04 20:35:15,2017-09-14 14:27:38,2017-09-20,2017-09-15 00:00:00,2017-09-16 15:48:09,sao caetano do sul,SP,1,1,1,0,34.9,20.84,5.0,55.74,2.0,2017,2017-08,Tuesday,55.739999999999995,0.0078125,16.009398148148147,9.744710648148148,-5.397476851851851,0,Good,Low Value"
"6680b708c88b83d3a02d475faf4d9b0d,137982ccd37332e9f2257099a5ac9820,3d9c211b025d7bb8837440ea8bd2eaa5,delivered,2018-07-26 13:09:48,2018-07-26 13:24:23,2018-07-27 11:15:00,2018-08-08 15:33:42,2018-08-16,2018-08-09 00:00:00,2018-08-09 19:57:04,praia grande,SP,1,1,1,1,109.49,23.57,4.0,133.06,2.0,2018,2018-07,Thursday,133.06,0.010127314814814815,13.099930555555556,12.179652777777777,-7.351597222222222,0,Good,Mid-High"
"c223f0dcc8756ef3523ed32b46da2218,59084ee44b406be03c3d6e28c60bea7a,fca92affde6714f0d1909df023c99636,delivered,2018-06-28 20:08:36,2018-06-28 20:31:13,2018-06-29 15:06:00,2018-07-03 03:47:52,2018-07-17,2018-07-03 00:00:00,2018-07-05 17:16:36,sao paulo,SP,1,1,1,1,38.0,8.43,4.0,46.43,1.0,2018,2018-06,Thursday,46.43,0.01570601851851852,4.318935185185185,3.529074074074074,-13.841759259259259,0,Good,Low Value"
"600d041553eb72147b8e475e08156864,0c4a0b8d4ec522828d3c1cb06797222d,6c6e3b551c7a583ac16646981921ce6a,delivered,2018-04-09 11:17:40,2018-04-09 12:00:09,2018-04-10 21:48:54,2018-04-26 21:14:53,2018-05-02,2018-04-27 00:00:00,2018-04-30 18:22:18,mage,RJ,1,1,1,1,270.0,54.06,4.0,162.03,1.0,2018,2018-04,Monday,324.06,0.029502314814814815,17.414733796296296,15.976377314814815,-5.114664351851852,0,Good,High Value"
"4eaf46d0d0e2afdb37847eaaed37d71a,c92dcdc19ddf619d3e18e6add2ffb398,a89a95e5997bb50f1ecf91b3ef2383ed,delivered,2017-09-07 15:11:56,2017-09-08 20:55:06,2017-09-11 19:05:51,2017-09-15 20:32:34,2017-09-26,2017-09-16 00:00:00,2017-09-19 01:38:44,osorio,RS,1,1,1,1,126.12,13.01,5.0,139.13,1.0,2017,2017-09,Thursday,139.13,1.2383101851851852,8.222662037037036,4.060219907407407,-10.144050925925926,0,Good,Mid-High"
"0b8265df142be25383b96d66f4150f0b,f60105561ba924f5c86f56fb9aedf5f8,ba0c0e497661b804dbb590a6c5660b77,delivered,2018-05-13 19:41:03,2018-05-13 19:55:16,2018-05-15 13:43:00,2018-05-16 22:26:57,2018-05-23,2018-05-17 00:00:00,2018-05-20 20:19:25,sao paulo,SP,1,1,1,1,24.9,8.64,5.0,33.54,1.0,2018,2018-05,Sunday,33.54,0.009872685185185186,3.1152083333333334,1.3638541666666666,-6.064618055555556,0,Good,Low Value"
"afcb8a93dec4243dbcf29ed98e5b0d4b,2814ddad2bdc3682d9f32b3f4c86dd7e,8a8a31d188c3cf9dea0126d1b1049c18,delivered,2018-07-26 10:17:25,2018-07-27 02:24:10,2018-07-27 14:47:00,2018-07-30 22:06:25,2018-08-06,2018-07-31 00:00:00,2018-08-01 12:04:35,piracicaba,SP,1,1,1,1,44.9,8.47,4.0,53.37,1.0,2018,2018-07,Thursday,53.37,0.6713541666666667,4.492361111111111,3.305150462962963,-6.0788773148148145,0,Good,Low Value"
"8d99860c3f335f2c5790a0c85105019d,de5507e5bbd54d137188ab6ac67bbfe8,e98361dd2cb06f5b7a87650bda08815a,delivered,2018-01-22 11:58:44,2018-01-22 14:18:59,2018-01-24 17:49:14,2018-02-01 19:41:41,2018-02-21,2018-02-02 00:00:00,2018-02-05 10:52:01,goiania,GO,1,1,1,1,49.9,16.79,4.0,66.69,3.0,2018,2018-01,Monday,66.69,0.09739583333333333,10.321493055555555,8.078090277777777,-19.179386574074073,0,Good,Mid-Low"
"57d952543113d2025900459d06269475,1fe3e3ae49d2a072f32177fb772f7dd3,acfcf82d676478ea9991340b3983dd58,delivered,2018-04-30 10:33:16,2018-04-30 10:55:06,2018-05-04 12:09:00,2018-05-17 20:44:32,2018-05-25,2018-05-18 00:00:00,2018-05-20 10:27:58,ribeirao preto,SP,1,1,1,1,64.99,60.51,5.0,125.5,2.0,2018,2018-04,Monday,125.5,0.015162037037037036,17.42449074074074,13.358009259259259,-7.135740740740741,0,Good,Mid-High"
"4b5f8550e687d71b64917312c8574b4b,a172fff2eeeec9bce6fd35f572e3c6c0,c7949a6277c97b60304962a7c5409a0d,delivered,2017-09-20 15:37:43,2017-09-20 15:50:57,2017-09-21 21:10:40,2017-09-22 15:57:26,2017-10-05,2017-09-23 00:00:00,2017-09-25 13:21:13,sao paulo,SP,1,1,1,1,39.99,7.78,5.0,47.77,1.0,2017,2017-09,Wednesday,47.77,0.009189814814814816,2.0136921296296295,0.7824768518518519,-12.33511574074074,0,Good,Low Value"
"f723300ed4370482630acdfa2d5209a1,ba863d05e6d58a9a9310e89946422520,341dbbe37f4618d70d8476916133e7a7,delivered,2018-03-02 08:28:17,2018-03-02 08:49:52,2018-03-02 21:34:16,2018-03-14 00:26:39,2018-03-15,2018-03-15 00:00:00,2018-03-15 11:25:51,nilopolis,RJ,2,1,1,1,240.0,16.52,1.0,256.52,3.0,2018,2018-03,Friday,256.52,0.014988425925925926,11.665532407407408,11.119710648148148,-0.9814930555555555,0,Bad,High Value"
"4603a894cef0fb5ec82378b5e1ecd710,68ef3f0fabac344deef591634499b96d,acde4ed240091af4c2403941d73df1fc,delivered,2017-10-23 11:55:39,2017-10-23 12:14:31,2017-10-26 20:38:50,2017-11-03 22:17:03,2017-11-16,2017-11-04 00:00:00,2017-11-06 22:02:08,nova iguacu,RJ,1,1,1,1,109.9,20.01,5.0,129.91,2.0,2017,2017-10,Monday,129.91,0.013101851851851852,11.431527777777777,8.068206018518518,-12.071493055555555,0,Good,Mid-High"
"f016f70bce12ff9eb5a876d2e191145c,74039339ff3957a296aacfac63404d07,9cbd89da8b8f46bf400af96fb5f98189,delivered,2018-01-03 10:12:24,2018-01-04 05:16:10,2018-01-05 12:51:32,2018-01-22 18:16:51,2018-02-02,2018-01-23 00:00:00,2018-01-29 11:43:01,divinopolis,MG,1,1,1,1,18.9,16.79,4.0,35.69,1.0,2018,2018-01,Wednesday,35.69,0.7942824074074074,19.336423611111112,17.225914351851852,-10.23829861111111,0,Good,Low Value"
"202ecd14054c7ca8c26634abe19ace58,503c0a508e852f0479e3719b5816bacd,34f15eaffb86fbc89f0f05b534986c8f,delivered,2018-08-02 14:09:57,2018-08-02 14:44:05,2018-08-03 15:10:00,2018-08-09 18:38:43,2018-08-13,2018-08-10 00:00:00,2018-08-10 22:29:11,barueri,SP,1,1,1,1,56.99,13.98,5.0,70.97,1.0,2018,2018-08,Thursday,70.97,0.023703703703703703,7.186643518518519,6.14494212962963,-3.2231134259259258,0,Good,Mid-Low"
"3fcf477d8f1cc1e4b5cf7594e9a7090e,0b7217d43bc1197dbb53b68db699798d,73ee177ac4ef603b3520cecd3c1de213,delivered,2018-01-26 11:12:18,2018-01-26 11:39:23,2018-01-29 18:32:33,2018-02-09 00:33:04,2018-02-19,2018-02-09 00:00:00,2018-02-10 00:16:41,sao caetano do sul,SP,1,1,1,1,107.0,12.25,5.0,119.25,1.0,2018,2018-01,Friday,119.25,0.01880787037037037,13.556087962962962,10.250358796296297,-9.977037037037038,0,Good,Mid-High"
"b3e77cf06c8d9e04fbbe2103aa4a7361,9bab43dad117cc83486b8026cb07317c,34cca44d6ee9db7c5c16f8a4a095b640,delivered,2018-04-25 10:36:53,2018-04-25 10:54:59,2018-04-25 13:38:00,2018-05-03 23:18:40,2018-06-05,2018-05-04 00:00:00,2018-05-05 11:18:59,rio de janeiro,RJ,1,1,1,1,29.99,15.23,5.0,45.22,1.0,2018,2018-04,Wednesday,45.22,0.012569444444444444,8.529016203703703,8.40324074074074,-32.028703703703705,0,Good,Low Value"
"d65e0d373069ac61e2aa3f9212451d44,054436f8b0565d7b5c66e9066b564393,5640efe2c740310ef4f4a391664568e8,delivered,2018-08-08 12:45:33,2018-08-08 13:05:05,2018-08-08 14:02:00,2018-08-10 15:38:54,2018-08-17,2018-08-11 00:00:00,2018-08-13 20:31:58,juiz de fora,MG,1,1,1,1,84.65,13.8,5.0,98.45,4.0,2018,2018-08,Wednesday,98.45,0.013564814814814814,2.1203819444444445,2.0672916666666667,-6.347986111111111,0,Good,Mid-Low"
"18edd1c2ced2bb5d3175b611864155b5,e0c396c670d880b3d892fd834aa6a154,e4d800060f85d896b83b4c3e3570065b,delivered,2018-03-22 14:01:17,2018-03-23 13:55:44,2018-03-27 20:21:15,2018-04-07 00:36:38,2018-04-10,2018-04-08 00:00:00,2018-04-09 14:08:35,sao paulo,SP,1,1,1,1,151.9,17.97,5.0,169.87,3.0,2018,2018-03,Thursday,169.87,0.9961458333333333,15.441215277777777,10.177349537037037,-2.9745601851851853,0,Good,Mid-High"
"275ae89ba1c842d7ce099ed4c633f686,ca39acfa3cd47ed2dc3cd99f34f400ea,051728482e7cf26b974f874001d4cc65,delivered,2017-04-09 12:12:51,2017-04-09 12:25:54,2017-04-25 11:45:54,2017-05-11 08:33:55,2017-05-08,2017-05-10 00:00:00,2017-05-12 08:26:28,piraquara,PR,1,1,1,1,292.9,17.75,3.0,310.65,8.0,2017,2017-04,Sunday,310.65,0.0090625,31.847962962962963,15.866678240740741,3.356886574074074,1,Neutral,High Value"
"e6acc02d71b1678caaab70ff2555ad3c,49c145b1b66cab164c722d288e4f548d,00e57919b893c89f4d9eee8d06c41f6f,delivered,2017-11-17 21:13:50,2017-11-18 11:34:04,2017-11-21 23:31:56,2017-11-27 13:54:19,2017-12-06,2017-11-28 00:00:00,2017-11-30 17:19:48,santo andre,SP,1,1,1,1,59.9,35.93,3.0,95.83,3.0,2017,2017-11,Friday,95.83,0.5973842592592593,9.694780092592593,5.598877314814815,-8.420613425925925,0,Neutral,Mid-Low"
"2f43f05d6e829ed487f16b1f1cf304cb,260251d5f0d660e9d90c21779039152c,0a61b571f594b6919601bcf3380da7f7,delivered,2017-08-11 17:35:49,2017-08-11 17:45:17,2017-08-14 15:37:41,2017-08-21 22:11:51,2017-09-04,2017-08-22 00:00:00,2017-08-25 14:24:01,belo horizonte,MG,1,1,1,1,216.79,50.05,4.0,266.84,6.0,2017,2017-08,Friday,266.84,0.006574074074074074,10.191689814814815,7.273726851851852,-13.075104166666666,0,Good,High Value"
"793fe057b09c8c2bebdd48451e985432,752ce9de228d0aa05ded6c88c1b176df,160323ca3c6c7ff39742d1a949ff2df6,delivered,2018-04-17 15:53:53,2018-04-17 16:30:36,2018-04-19 18:03:47,2018-04-25 17:08:55,2018-05-24,2018-04-26 00:00:00,2018-04-30 12:17:56,rio de janeiro,RJ,1,1,1,1,75.6,15.41,4.0,91.01,1.0,2018,2018-04,Tuesday,91.00999999999999,0.025497685185185186,8.05210648148148,5.961898148148149,-28.285474537037036,0,Good,Mid-Low"
"383607d8aa23cad7a1550dc71f5ae7f6,15deb9a6467d1cb2dccff0c7eaf99380,e6b4538b7f8624277a276ffe0867f549,delivered,2018-01-19 14:28:14,2018-01-19 14:39:25,2018-01-22 17:51:59,2018-01-27 10:35:06,2018-02-16,2018-01-28 00:00:00,2018-01-28 16:01:58,santos dumont,MG,1,1,1,1,38.7,15.1,5.0,53.8,2.0,2018,2018-01,Friday,53.800000000000004,0.007766203703703704,7.838101851851852,4.696608796296296,-19.558958333333333,0,Good,Low Value"
"21bdc97768bc2e7a3e428d0ede7deb85,b632584c672b004257be4b2e5ae4907e,9a9ae59e093bbdc9fe9199638cef2d92,delivered,2018-03-01 15:16:55,2018-03-03 02:35:44,2018-03-23 19:16:37,2018-04-06 19:20:49,2018-04-03,2018-04-07 00:00:00,2018-04-07 09:37:57,sao felix,BA,1,1,1,1,27.9,16.79,5.0,44.69,1.0,2018,2018-03,Thursday,44.69,1.471400462962963,36.169375,14.002916666666666,3.8061226851851853,1,Good,Low Value"
"248ecd132184e324749f7a4d42724ef0,4ad4f929392158a3bb76b3ec02a751b2,25775ec7ac8aff278f093e8614bb3331,delivered,2018-08-17 18:10:22,2018-08-17 18:29:57,2018-08-20 16:15:00,2018-08-24 20:56:42,2018-08-29,2018-08-25 00:00:00,2018-08-27 14:04:16,campinas,SP,1,1,1,1,139.0,24.58,1.0,163.58,1.0,2018,2018-08,Friday,163.57999999999998,0.013599537037037037,7.11550925925926,4.195625,-4.127291666666666,0,Bad,Mid-High"
"f68d2c7cf192e85e39bd08dc995dca5c,82a5aaed30c2e07b5b0e4cb5dfcc332d,0d77d20b2c7c92602b0c4ec4fe5997af,delivered,2017-03-04 14:55:42,2017-03-04 15:05:14,2017-03-06 13:37:17,2017-03-16 07:07:56,2017-03-29,2017-03-17 00:00:00,2017-03-17 21:25:13,cidreira,RS,1,1,1,1,199.0,23.68,1.0,222.68,7.0,2017,2017-03,Saturday,222.68,0.00662037037037037,11.675162037037037,9.729618055555555,-12.702824074074075,0,Bad,High Value"
"c8dc34e23d7065c2f4e1788710a65ecc,a1e05611bf75b7ea6a72a3651aa1e947,0333a3c96c9fa77a1f291132ecaea177,delivered,2017-10-03 19:57:22,2017-10-03 20:14:10,2017-10-05 10:23:53,2017-10-28 00:22:58,2017-11-03,2017-10-29 00:00:00,2017-10-29 14:45:31,salvador,BA,1,1,1,1,615.0,20.75,4.0,635.75,8.0,2017,2017-10,Tuesday,635.75,0.011666666666666667,24.184444444444445,22.58269675925926,-5.984050925925926,0,Good,High Value"
"911432777099c4ba4711a18faed3f4c0,00f625f67cffbda090bb7bd168821482,a2e0f605a77015b28a90b06c31404e99,delivered,2018-04-13 22:24:51,2018-04-13 22:35:20,2018-04-16 22:32:53,2018-04-23 20:03:37,2018-05-09,2018-04-24 00:00:00,2018-04-27 01:24:10,maua,SP,1,1,1,1,69.9,28.8,5.0,98.7,1.0,2018,2018-04,Friday,98.7,0.007280092592592592,9.901921296296296,6.8963425925925925,-15.164155092592592,0,Good,Mid-Low"
"645f607d5609144dd5eb78fe1c5a22d4,c7ef249622117e641738a76505595318,9986d7e5a69969387d253e28440d84cb,delivered,2018-03-23 20:17:59,2018-03-27 03:49:52,2018-03-29 22:19:32,2018-04-24 15:42:37,2018-05-10,2018-04-25 00:00:00,2018-04-26 00:17:07,macapa,AP,1,1,1,1,56.5,34.39,5.0,90.89,1.0,2018,2018-03,Friday,90.89,3.31380787037037,31.80877314814815,25.724363425925926,-15.345405092592593,0,Good,Mid-Low"
"81e8c09d522d219a0cd01783458d450a,752e29e23f75f2d4681d00034970a391,174d092c3a3a7dc762d9ffe2673f1856,delivered,2018-06-09 09:00:27,2018-06-09 09:15:10,2018-06-11 15:16:00,2018-06-12 19:36:24,2018-06-20,2018-06-13 00:00:00,2018-06-14 01:16:54,sao paulo,SP,1,1,1,1,14.99,7.39,4.0,22.38,1.0,2018,2018-06,Saturday,22.38,0.010219907407407407,3.4416319444444445,1.1808333333333334,-7.183055555555556,0,Good,Low Value"
"f55550ceb7e4387a3fc606d19e6461b5,05486eac340ae6a8f4837c6ab027d5ed,742cd859b972c6c17ec43070d8c3078c,delivered,2018-04-24 19:08:16,2018-04-24 19:29:20,2018-04-25 14:47:00,2018-04-26 21:54:36,2018-05-11,2018-04-27 00:00:00,2018-04-30 17:45:42,sao paulo,SP,2,2,1,1,180.0,14.99,5.0,194.99,4.0,2018,2018-04,Tuesday,194.99,0.01462962962962963,2.1155092592592593,1.2969444444444445,-14.087083333333334,0,Good,High Value"
"b7e1da759d7b362340fef94519f33500,f7efbfdd624903afdc318beca96f519f,dde181b2643870a2c667c9c9bcd99aa6,delivered,2017-03-03 21:43:21,2017-03-04 21:45:13,2017-03-07 11:15:25,2017-03-13 08:52:00,2017-03-22,2017-03-14 00:00:00,2017-03-16 23:56:43,campinas,SP,1,1,1,1,798.0,18.17,5.0,816.17,4.0,2017,2017-03,Friday,816.17,1.0012962962962964,9.464340277777778,5.900405092592592,-8.630555555555556,0,Good,High Value"
"8ab162fc692c0698b0c3de0c76efc41b,e507d5833c9b723bad4d10a13e1d6d1c,0fae0fa9c3b2212e6efce4edc98d2d34,delivered,2017-10-30 18:18:12,2017-11-01 03:35:17,2017-11-01 18:12:57,2017-11-03 21:38:34,2017-11-07,2017-11-04 00:00:00,2017-11-05 19:31:55,carapicuiba,SP,1,1,1,1,31.49,9.27,5.0,40.76,1.0,2017,2017-10,Monday,40.76,1.3868634259259258,4.139143518518519,2.1427893518518517,-3.0982175925925928,0,Good,Low Value"
